InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
504131,P006,Noise Cancelling Headphones,4,2023-07-16,129.99,10262,Belgium,519.96
504132,P002,Mechanical Keyboard,3,2023-12-30,79.99,10406,Netherlands,239.96999999999997
504133,P005,Webcam,2,2023-09-07,49.99,10491,Italy,99.98
504134,P006,Noise Cancelling Headphones,4,2023-03-24,129.99,10387,Netherlands,519.96
504135,P008,Bluetooth Speaker,4,2023-12-26,39.99,10108,Germany,159.96
504136,P007,Portable SSD,3,2023-09-20,99.99,10429,Italy,299.96999999999997
504137,P005,Webcam,5,2023-10-17,49.99,10035,Spain,249.95000000000002
504138,P002,Mechanical Keyboard,2,2023-02-27,79.99,10330,Switzerland,159.98
504139,P008,Bluetooth Speaker,1,2023-10-31,39.99,10433,Belgium,39.99
504140,P004,Laptop Stand,3,2023-07-29,29.99,10363,Germany,89.97
504141,P008,Bluetooth Speaker,1,2023-10-31,39.99,10020,Spain,39.99
504142,P007,Portable SSD,5,2023-08-22,99.99,10015,Belgium,499.95
504143,P001,Wireless Mouse,1,2023-03-19,15.99,10209,Switzerland,15.99
504144,P004,Laptop Stand,4,2023-10-08,29.99,10068,Switzerland,119.96
504145,P003,USB-C Cable,3,2023-02-08,9.99,10230,Germany,29.97
504146,P003,USB-C Cable,3,2023-04-14,9.99,10058,Germany,29.97
504147,P001,Wireless Mouse,2,2023-07-10,15.99,10239,United Kingdom,31.98
504148,P004,Laptop Stand,4,2023-05-27,29.99,10154,France,119.96
504149,P004,Laptop Stand,4,2023-08-01,29.99,10431,Spain,119.96
504150,P004,Laptop Stand,3,2023-07-25,29.99,10100,Belgium,89.97
504151,P005,Webcam,1,2023-08-28,49.99,10358,Netherlands,49.99
504152,P001,Wireless Mouse,2,2023-12-05,15.99,10261,Spain,31.98
504153,P007,Portable SSD,3,2023-12-23,99.99,10288,France,299.96999999999997
504154,P002,Mechanical Keyboard,1,2023-09-15,79.99,10438,Italy,79.99
504155,P006,Noise Cancelling Headphones,4,2023-11-06,129.99,10231,Belgium,519.96
504156,P007,Portable SSD,3,2023-09-08,99.99,10328,Belgium,299.96999999999997
504157,P008,Bluetooth Speaker,4,2023-08-09,39.99,10038,Spain,159.96
504158,P006,Noise Cancelling Headphones,3,2023-08-10,129.99,10318,Germany,389.97
504159,P008,Bluetooth Speaker,2,2023-07-20,39.99,10095,Germany,79.98
504160,P004,Laptop Stand,2,2023-12-15,29.99,10405,Italy,59.98
504161,P001,Wireless Mouse,1,2023-07-21,15.99,10299,France,15.99
504162,P002,Mechanical Keyboard,2,2023-08-24,79.99,10455,Switzerland,159.98
504163,P001,Wireless Mouse,5,2023-09-03,15.99,10099,Netherlands,79.95
504164,P005,Webcam,4,2023-12-19,49.99,10034,Spain,199.96
504165,P004,Laptop Stand,4,2023-05-07,29.99,10149,Belgium,119.96
504166,P005,Webcam,5,2023-06-04,49.99,10015,Germany,249.95000000000002
504167,P005,Webcam,1,2023-08-23,49.99,10128,United Kingdom,49.99
504168,P006,Noise Cancelling Headphones,4,2023-10-16,129.99,10484,Germany,519.96
504169,P003,USB-C Cable,5,2023-09-30,9.99,10055,Belgium,49.95
504170,P006,Noise Cancelling Headphones,1,2023-10-25,129.99,10348,France,129.99
504171,P004,Laptop Stand,2,2023-05-17,29.99,10324,Germany,59.98
504172,P006,Noise Cancelling Headphones,3,2023-08-30,129.99,10174,Italy,389.97
504173,P001,Wireless Mouse,5,2023-11-06,15.99,10122,Spain,79.95
504174,P005,Webcam,4,2023-08-30,49.99,10081,Germany,199.96
504175,P002,Mechanical Keyboard,1,2023-11-19,79.99,10068,Germany,79.99
504176,P005,Webcam,4,2023-07-09,49.99,10042,Italy,199.96
504177,P004,Laptop Stand,2,2023-10-29,29.99,10381,France,59.98
504178,P002,Mechanical Keyboard,3,2023-06-25,79.99,10036,Spain,239.96999999999997
504179,P002,Mechanical Keyboard,3,2023-06-12,79.99,10306,Switzerland,239.96999999999997
504180,P007,Portable SSD,1,2023-10-29,99.99,10181,Netherlands,99.99
504181,P007,Portable SSD,5,2023-08-07,99.99,10330,Spain,499.95
504182,P005,Webcam,4,2023-10-23,49.99,10172,Netherlands,199.96
504183,P005,Webcam,2,2023-12-18,49.99,10326,Spain,99.98
504184,P006,Noise Cancelling Headphones,4,2023-09-30,129.99,10257,Spain,519.96
504185,P005,Webcam,1,2023-06-24,49.99,10179,Belgium,49.99
504186,P002,Mechanical Keyboard,4,2023-08-09,79.99,10063,Spain,319.96
504187,P005,Webcam,1,2023-10-16,49.99,10149,Netherlands,49.99
504188,P004,Laptop Stand,4,2023-04-23,29.99,10307,Germany,119.96
504189,P002,Mechanical Keyboard,5,2023-07-24,79.99,10420,Spain,399.95
504190,P001,Wireless Mouse,5,2023-07-05,15.99,10402,Belgium,79.95
504191,P008,Bluetooth Speaker,5,2023-07-16,39.99,10219,United Kingdom,199.95000000000002
504192,P007,Portable SSD,2,2023-09-19,99.99,10415,Germany,199.98
504193,P003,USB-C Cable,3,2023-05-01,9.99,10068,Germany,29.97
504194,P001,Wireless Mouse,5,2023-03-06,15.99,10485,Belgium,79.95
504195,P004,Laptop Stand,4,2023-11-09,29.99,10368,United Kingdom,119.96
504196,P004,Laptop Stand,2,2023-08-21,29.99,10338,Italy,59.98
504197,P002,Mechanical Keyboard,3,2023-01-12,79.99,10223,Italy,239.96999999999997
504198,P005,Webcam,2,2023-06-26,49.99,10345,United Kingdom,99.98
504199,P002,Mechanical Keyboard,1,2023-08-05,79.99,10187,Germany,79.99
504200,P006,Noise Cancelling Headphones,3,2023-04-28,129.99,10170,Belgium,389.97
504201,P002,Mechanical Keyboard,4,2023-02-08,79.99,10235,Italy,319.96
504202,P001,Wireless Mouse,5,2023-08-06,15.99,10306,Switzerland,79.95
504203,P004,Laptop Stand,1,2023-02-25,29.99,10456,Spain,29.99
504204,P006,Noise Cancelling Headphones,4,2023-09-10,129.99,10454,Belgium,519.96
504205,P006,Noise Cancelling Headphones,4,2023-10-18,129.99,10107,Netherlands,519.96
504206,P003,USB-C Cable,5,2023-06-29,9.99,10022,Germany,49.95
504207,P005,Webcam,3,2023-12-09,49.99,10034,Netherlands,149.97
504208,P004,Laptop Stand,4,2023-11-04,29.99,10369,Germany,119.96
504209,P007,Portable SSD,5,2023-11-27,99.99,10259,Switzerland,499.95
504210,P006,Noise Cancelling Headphones,1,2023-02-27,129.99,10399,France,129.99
504211,P005,Webcam,5,2023-07-11,49.99,10045,Belgium,249.95000000000002
504212,P005,Webcam,3,2023-04-13,49.99,10463,Switzerland,149.97
504213,P001,Wireless Mouse,4,2023-01-07,15.99,10246,Spain,63.96
504214,P003,USB-C Cable,3,2023-02-24,9.99,10132,France,29.97
504215,P006,Noise Cancelling Headphones,2,2023-03-03,129.99,10110,Italy,259.98
504216,P002,Mechanical Keyboard,2,2023-08-20,79.99,10105,United Kingdom,159.98
504217,P001,Wireless Mouse,1,2023-08-21,15.99,10315,Germany,15.99
504218,P008,Bluetooth Speaker,2,2023-11-29,39.99,10188,Netherlands,79.98
504219,P001,Wireless Mouse,4,2023-12-11,15.99,10321,Belgium,63.96
504220,P007,Portable SSD,4,2023-05-25,99.99,10375,Germany,399.96
504221,P007,Portable SSD,2,2023-05-21,99.99,10065,Netherlands,199.98
504222,P003,USB-C Cable,5,2023-04-24,9.99,10271,Switzerland,49.95
504223,P007,Portable SSD,4,2023-05-23,99.99,10166,Netherlands,399.96
504224,P005,Webcam,1,2023-10-03,49.99,10006,Spain,49.99
504225,P004,Laptop Stand,2,2023-05-20,29.99,10190,Netherlands,59.98
504226,P002,Mechanical Keyboard,5,2023-07-20,79.99,10097,Spain,399.95
504227,P007,Portable SSD,3,2023-06-02,99.99,10450,Italy,299.96999999999997
504228,P002,Mechanical Keyboard,5,2023-03-26,79.99,10112,Netherlands,399.95
504229,P004,Laptop Stand,5,2023-01-31,29.99,10361,Germany,149.95
504230,P007,Portable SSD,5,2023-08-28,99.99,10242,Belgium,499.95
504231,P004,Laptop Stand,2,2023-12-29,29.99,10294,Italy,59.98
504232,P004,Laptop Stand,5,2023-05-21,29.99,10138,Italy,149.95
504233,P003,USB-C Cable,4,2023-10-26,9.99,10056,Belgium,39.96
504234,P004,Laptop Stand,1,2023-04-09,29.99,10330,Italy,29.99
504235,P006,Noise Cancelling Headphones,3,2023-03-03,129.99,10319,Switzerland,389.97
504236,P002,Mechanical Keyboard,5,2023-06-16,79.99,10216,France,399.95
504237,P005,Webcam,5,2023-04-29,49.99,10403,Germany,249.95000000000002
504238,P008,Bluetooth Speaker,2,2023-03-27,39.99,10082,Netherlands,79.98
504239,P001,Wireless Mouse,1,2023-02-21,15.99,10090,Belgium,15.99
504240,P001,Wireless Mouse,3,2023-10-16,15.99,10380,Germany,47.97
504241,P002,Mechanical Keyboard,1,2023-10-25,79.99,10185,Netherlands,79.99
504242,P004,Laptop Stand,4,2023-08-26,29.99,10141,Switzerland,119.96
504243,P006,Noise Cancelling Headphones,3,2023-08-28,129.99,10123,Germany,389.97
504244,P004,Laptop Stand,4,2023-12-28,29.99,10203,Germany,119.96
504245,P005,Webcam,5,2023-03-05,49.99,10416,Spain,249.95000000000002
504246,P002,Mechanical Keyboard,3,2023-09-11,79.99,10086,Belgium,239.96999999999997
504247,P004,Laptop Stand,5,2023-04-24,29.99,10191,Belgium,149.95
504248,P001,Wireless Mouse,4,2023-01-16,15.99,10031,Switzerland,63.96
504249,P003,USB-C Cable,1,2023-07-27,9.99,10416,Germany,9.99
504250,P005,Webcam,3,2023-06-15,49.99,10279,Italy,149.97
504251,P002,Mechanical Keyboard,5,2023-12-15,79.99,10413,Netherlands,399.95
504252,P005,Webcam,1,2023-04-10,49.99,10166,France,49.99
504253,P006,Noise Cancelling Headphones,2,2023-10-27,129.99,10280,Italy,259.98
504254,P007,Portable SSD,4,2023-11-28,99.99,10357,Netherlands,399.96
504255,P001,Wireless Mouse,1,2023-03-20,15.99,10472,France,15.99
504256,P002,Mechanical Keyboard,1,2023-06-25,79.99,10260,Spain,79.99
504257,P001,Wireless Mouse,4,2023-04-06,15.99,10402,Belgium,63.96
504258,P007,Portable SSD,1,2023-04-13,99.99,10272,Germany,99.99
504259,P005,Webcam,2,2023-08-12,49.99,10412,Netherlands,99.98
504260,P005,Webcam,2,2023-08-24,49.99,10452,United Kingdom,99.98
504261,P006,Noise Cancelling Headphones,3,2023-04-26,129.99,10346,Spain,389.97
504262,P001,Wireless Mouse,3,2023-08-14,15.99,10205,Spain,47.97
504263,P004,Laptop Stand,1,2023-11-14,29.99,10101,United Kingdom,29.99
504264,P005,Webcam,5,2023-07-29,49.99,10030,Spain,249.95000000000002
504265,P004,Laptop Stand,1,2023-04-06,29.99,10267,Belgium,29.99
504266,P008,Bluetooth Speaker,2,2023-09-01,39.99,10308,Spain,79.98
504267,P008,Bluetooth Speaker,3,2023-07-03,39.99,10291,Spain,119.97
504268,P004,Laptop Stand,1,2023-11-28,29.99,10059,Spain,29.99
504269,P002,Mechanical Keyboard,5,2023-04-02,79.99,10083,Belgium,399.95
504270,P001,Wireless Mouse,3,2023-05-13,15.99,10327,Netherlands,47.97
504271,P005,Webcam,1,2023-11-10,49.99,10436,Spain,49.99
504272,P004,Laptop Stand,3,2023-08-09,29.99,10191,Spain,89.97
504273,P006,Noise Cancelling Headphones,3,2023-10-03,129.99,10470,Switzerland,389.97
504274,P006,Noise Cancelling Headphones,3,2023-11-30,129.99,10117,Italy,389.97
504275,P002,Mechanical Keyboard,5,2023-06-27,79.99,10332,Germany,399.95
504276,P006,Noise Cancelling Headphones,2,2023-11-27,129.99,10049,Germany,259.98
504277,P008,Bluetooth Speaker,1,2023-10-14,39.99,10149,Spain,39.99
504278,P008,Bluetooth Speaker,3,2023-02-23,39.99,10100,United Kingdom,119.97
504279,P001,Wireless Mouse,4,2023-02-03,15.99,10250,Netherlands,63.96
504280,P006,Noise Cancelling Headphones,2,2023-04-23,129.99,10362,Spain,259.98
504281,P008,Bluetooth Speaker,1,2023-07-08,39.99,10334,France,39.99
504282,P008,Bluetooth Speaker,3,2023-07-31,39.99,10031,Italy,119.97
504283,P004,Laptop Stand,2,2023-04-23,29.99,10396,Italy,59.98
504284,P007,Portable SSD,4,2023-05-08,99.99,10010,Italy,399.96
504285,P001,Wireless Mouse,4,2023-06-07,15.99,10329,Netherlands,63.96
504286,P001,Wireless Mouse,1,2023-11-11,15.99,10199,United Kingdom,15.99
504287,P008,Bluetooth Speaker,2,2023-12-21,39.99,10242,Belgium,79.98
504288,P005,Webcam,4,2023-02-14,49.99,10323,United Kingdom,199.96
504289,P002,Mechanical Keyboard,4,2023-08-07,79.99,10377,Spain,319.96
504290,P002,Mechanical Keyboard,3,2023-11-14,79.99,10034,United Kingdom,239.96999999999997
504291,P003,USB-C Cable,3,2023-06-26,9.99,10371,France,29.97
504292,P005,Webcam,4,2023-07-10,49.99,10469,United Kingdom,199.96
504293,P004,Laptop Stand,2,2023-09-24,29.99,10094,France,59.98
504294,P002,Mechanical Keyboard,3,2023-07-09,79.99,10145,France,239.96999999999997
504295,P007,Portable SSD,2,2023-12-23,99.99,10293,Netherlands,199.98
504296,P008,Bluetooth Speaker,1,2023-08-20,39.99,10128,France,39.99
504297,P002,Mechanical Keyboard,4,2023-08-01,79.99,10278,Spain,319.96
504298,P003,USB-C Cable,3,2023-11-19,9.99,10479,Netherlands,29.97
504299,P002,Mechanical Keyboard,2,2023-06-30,79.99,10266,Switzerland,159.98
504300,P005,Webcam,3,2023-11-16,49.99,10168,France,149.97
504301,P007,Portable SSD,3,2023-10-30,99.99,10482,Italy,299.96999999999997
504302,P002,Mechanical Keyboard,2,2023-06-29,79.99,10200,Spain,159.98
504303,P004,Laptop Stand,3,2023-10-22,29.99,10134,Germany,89.97
504304,P006,Noise Cancelling Headphones,1,2023-08-25,129.99,10447,Germany,129.99
504305,P003,USB-C Cable,2,2023-11-23,9.99,10431,Spain,19.98
504306,P002,Mechanical Keyboard,1,2023-02-18,79.99,10100,France,79.99
504307,P005,Webcam,4,2023-10-04,49.99,10000,Germany,199.96
504308,P001,Wireless Mouse,5,2023-04-26,15.99,10305,Spain,79.95
504309,P007,Portable SSD,1,2023-05-07,99.99,10421,Spain,99.99
504310,P007,Portable SSD,2,2023-07-28,99.99,10044,United Kingdom,199.98
504311,P001,Wireless Mouse,5,2023-04-04,15.99,10344,Germany,79.95
504312,P004,Laptop Stand,1,2023-10-07,29.99,10479,Netherlands,29.99
504313,P006,Noise Cancelling Headphones,3,2023-11-25,129.99,10399,Belgium,389.97
504314,P006,Noise Cancelling Headphones,4,2023-02-04,129.99,10157,Belgium,519.96
504315,P005,Webcam,4,2023-08-16,49.99,10343,Spain,199.96
504316,P004,Laptop Stand,4,2023-05-21,29.99,10432,Netherlands,119.96
504317,P002,Mechanical Keyboard,3,2023-08-17,79.99,10262,Belgium,239.96999999999997
504318,P005,Webcam,1,2023-10-17,49.99,10308,Switzerland,49.99
504319,P008,Bluetooth Speaker,3,2023-06-08,39.99,10469,United Kingdom,119.97
504320,P005,Webcam,5,2023-05-08,49.99,10370,United Kingdom,249.95000000000002
504321,P006,Noise Cancelling Headphones,5,2023-01-31,129.99,10225,Switzerland,649.95
504322,P001,Wireless Mouse,2,2023-12-25,15.99,10372,Germany,31.98
504323,P001,Wireless Mouse,1,2023-03-16,15.99,10160,Spain,15.99
504324,P004,Laptop Stand,2,2023-12-25,29.99,10007,Spain,59.98
504325,P002,Mechanical Keyboard,4,2023-11-27,79.99,10016,Switzerland,319.96
504326,P007,Portable SSD,5,2023-07-13,99.99,10214,Italy,499.95
504327,P008,Bluetooth Speaker,5,2023-01-16,39.99,10186,Italy,199.95000000000002
504328,P002,Mechanical Keyboard,5,2023-10-20,79.99,10212,Spain,399.95
504329,P007,Portable SSD,1,2023-05-04,99.99,10293,Germany,99.99
504330,P003,USB-C Cable,3,2023-04-12,9.99,10377,Belgium,29.97
504331,P003,USB-C Cable,5,2023-08-17,9.99,10420,United Kingdom,49.95
504332,P004,Laptop Stand,2,2023-10-24,29.99,10180,Spain,59.98
504333,P004,Laptop Stand,3,2023-03-02,29.99,10442,Switzerland,89.97
504334,P008,Bluetooth Speaker,2,2023-03-12,39.99,10400,Switzerland,79.98
504335,P008,Bluetooth Speaker,1,2023-04-13,39.99,10113,Germany,39.99
504336,P006,Noise Cancelling Headphones,3,2023-11-22,129.99,10387,Belgium,389.97
504337,P004,Laptop Stand,3,2023-06-06,29.99,10419,Italy,89.97
504338,P003,USB-C Cable,3,2023-12-25,9.99,10422,Italy,29.97
504339,P004,Laptop Stand,2,2023-10-02,29.99,10091,Switzerland,59.98
504340,P003,USB-C Cable,4,2023-07-05,9.99,10351,Netherlands,39.96
504341,P001,Wireless Mouse,1,2023-11-09,15.99,10393,Netherlands,15.99
504342,P005,Webcam,5,2023-03-02,49.99,10478,Germany,249.95000000000002
504343,P001,Wireless Mouse,4,2023-10-13,15.99,10281,Spain,63.96
504344,P001,Wireless Mouse,1,2023-06-02,15.99,10052,United Kingdom,15.99
504345,P008,Bluetooth Speaker,1,2023-05-07,39.99,10339,United Kingdom,39.99
504346,P008,Bluetooth Speaker,1,2023-04-25,39.99,10202,Germany,39.99
504347,P006,Noise Cancelling Headphones,2,2023-01-10,129.99,10482,France,259.98
504348,P006,Noise Cancelling Headphones,4,2023-05-19,129.99,10365,Switzerland,519.96
504349,P005,Webcam,1,2023-11-29,49.99,10246,Germany,49.99
504350,P001,Wireless Mouse,5,2023-12-06,15.99,10103,Germany,79.95
504351,P004,Laptop Stand,1,2023-02-21,29.99,10205,Netherlands,29.99
504352,P007,Portable SSD,3,2023-07-25,99.99,10307,Belgium,299.96999999999997
504353,P005,Webcam,3,2023-04-03,49.99,10060,Netherlands,149.97
504354,P004,Laptop Stand,4,2023-11-05,29.99,10176,Belgium,119.96
504355,P005,Webcam,1,2023-03-27,49.99,10104,Italy,49.99
504356,P007,Portable SSD,5,2023-06-02,99.99,10428,Netherlands,499.95
504357,P002,Mechanical Keyboard,2,2023-12-08,79.99,10164,United Kingdom,159.98
504358,P008,Bluetooth Speaker,5,2023-09-17,39.99,10075,Switzerland,199.95000000000002
504359,P006,Noise Cancelling Headphones,4,2023-01-06,129.99,10299,United Kingdom,519.96
504360,P005,Webcam,4,2023-05-29,49.99,10427,Switzerland,199.96
504361,P005,Webcam,5,2023-04-28,49.99,10428,United Kingdom,249.95000000000002
504362,P001,Wireless Mouse,5,2023-03-30,15.99,10258,Italy,79.95
504363,P006,Noise Cancelling Headphones,2,2023-06-16,129.99,10147,France,259.98
504364,P008,Bluetooth Speaker,4,2023-06-10,39.99,10302,Netherlands,159.96
504365,P008,Bluetooth Speaker,4,2023-12-03,39.99,10259,Switzerland,159.96
504366,P008,Bluetooth Speaker,5,2023-02-15,39.99,10076,Germany,199.95000000000002
504367,P008,Bluetooth Speaker,4,2023-08-08,39.99,10076,Netherlands,159.96
504368,P008,Bluetooth Speaker,3,2023-10-02,39.99,10204,Germany,119.97
504369,P005,Webcam,1,2023-03-07,49.99,10088,France,49.99
504370,P006,Noise Cancelling Headphones,4,2023-07-21,129.99,10020,United Kingdom,519.96
504371,P006,Noise Cancelling Headphones,2,2023-05-30,129.99,10273,United Kingdom,259.98
504372,P005,Webcam,1,2023-04-01,49.99,10078,Germany,49.99
504373,P002,Mechanical Keyboard,5,2023-10-16,79.99,10092,Germany,399.95
504374,P001,Wireless Mouse,5,2023-08-06,15.99,10492,Belgium,79.95
504375,P002,Mechanical Keyboard,5,2023-11-30,79.99,10459,Italy,399.95
504376,P002,Mechanical Keyboard,3,2023-08-27,79.99,10368,Italy,239.96999999999997
504377,P007,Portable SSD,3,2023-11-15,99.99,10195,Switzerland,299.96999999999997
504378,P005,Webcam,1,2023-04-04,49.99,10260,Netherlands,49.99
504379,P006,Noise Cancelling Headphones,3,2023-02-17,129.99,10317,Spain,389.97
504380,P004,Laptop Stand,4,2023-06-05,29.99,10434,Germany,119.96
504381,P006,Noise Cancelling Headphones,4,2023-10-23,129.99,10274,Italy,519.96
504382,P008,Bluetooth Speaker,1,2023-12-07,39.99,10372,Italy,39.99
504383,P004,Laptop Stand,1,2023-12-09,29.99,10160,Italy,29.99
504384,P007,Portable SSD,4,2023-07-22,99.99,10231,Netherlands,399.96
504385,P006,Noise Cancelling Headphones,1,2023-05-01,129.99,10065,France,129.99
504386,P004,Laptop Stand,2,2023-07-21,29.99,10070,United Kingdom,59.98
504387,P001,Wireless Mouse,2,2023-12-29,15.99,10138,Italy,31.98
504388,P005,Webcam,4,2023-12-22,49.99,10387,Italy,199.96
504389,P006,Noise Cancelling Headphones,4,2023-02-12,129.99,10253,Switzerland,519.96
504390,P007,Portable SSD,3,2023-07-05,99.99,10003,Germany,299.96999999999997
504391,P006,Noise Cancelling Headphones,1,2023-08-25,129.99,10356,Netherlands,129.99
504392,P003,USB-C Cable,5,2023-05-14,9.99,10145,United Kingdom,49.95
504393,P003,USB-C Cable,1,2023-01-22,9.99,10220,Switzerland,9.99
504394,P007,Portable SSD,1,2023-03-29,99.99,10305,Netherlands,99.99
504395,P004,Laptop Stand,1,2023-05-05,29.99,10289,Italy,29.99
504396,P006,Noise Cancelling Headphones,2,2023-02-20,129.99,10386,France,259.98
504397,P002,Mechanical Keyboard,5,2023-09-03,79.99,10332,Netherlands,399.95
504398,P002,Mechanical Keyboard,3,2023-04-16,79.99,10370,United Kingdom,239.96999999999997
504399,P002,Mechanical Keyboard,1,2023-11-12,79.99,10236,Spain,79.99
504400,P002,Mechanical Keyboard,4,2023-07-23,79.99,10325,France,319.96
504401,P001,Wireless Mouse,3,2023-09-25,15.99,10265,Germany,47.97
504402,P002,Mechanical Keyboard,2,2023-02-08,79.99,10154,France,159.98
504403,P004,Laptop Stand,3,2023-10-19,29.99,10223,Italy,89.97
504404,P005,Webcam,4,2023-10-14,49.99,10143,Belgium,199.96
504405,P004,Laptop Stand,1,2023-05-21,29.99,10180,Spain,29.99
504406,P005,Webcam,2,2023-11-10,49.99,10407,Germany,99.98
504407,P002,Mechanical Keyboard,1,2023-05-08,79.99,10305,Netherlands,79.99
504408,P005,Webcam,5,2023-09-23,49.99,10182,United Kingdom,249.95000000000002
504409,P006,Noise Cancelling Headphones,4,2023-08-18,129.99,10103,Netherlands,519.96
504410,P004,Laptop Stand,3,2023-10-26,29.99,10373,United Kingdom,89.97
504411,P001,Wireless Mouse,3,2023-02-25,15.99,10058,Belgium,47.97
504412,P008,Bluetooth Speaker,3,2023-09-28,39.99,10456,Germany,119.97
504413,P004,Laptop Stand,5,2023-04-26,29.99,10077,Belgium,149.95
504414,P004,Laptop Stand,4,2023-05-18,29.99,10039,France,119.96
504415,P004,Laptop Stand,1,2023-02-19,29.99,10234,Spain,29.99
504416,P006,Noise Cancelling Headphones,2,2023-03-12,129.99,10234,Belgium,259.98
504417,P001,Wireless Mouse,2,2023-03-23,15.99,10214,Switzerland,31.98
504418,P005,Webcam,4,2023-04-15,49.99,10300,Germany,199.96
504419,P008,Bluetooth Speaker,2,2023-12-26,39.99,10256,Spain,79.98
504420,P001,Wireless Mouse,4,2023-02-12,15.99,10314,France,63.96
504421,P002,Mechanical Keyboard,2,2023-11-23,79.99,10267,United Kingdom,159.98
504422,P001,Wireless Mouse,2,2023-05-13,15.99,10126,United Kingdom,31.98
504423,P008,Bluetooth Speaker,3,2023-03-06,39.99,10036,Spain,119.97
504424,P005,Webcam,2,2023-09-14,49.99,10302,Spain,99.98
504425,P008,Bluetooth Speaker,3,2023-08-01,39.99,10334,Spain,119.97
